index,sent,ref_anim,ref_case,distance(clauses),conflict,num,word,tag,features,head,pron_func,pron_case,inf_str,corpus,comments
441,# text = Tu ale Svoboda odmítá.,,,,,1,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,4,obj,4,,PDT,
442,"# text = Ten z?stává i p?i vyšších rychlostech, protože u vzn?tových motor? k?ivka spot?eby nestoupá tak strm?, i když má ?idi? pon?kud t?žší nohu na pedálu plynu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
443,"# text = ti je pr?b?žn? informují o možnostech dodávek ur?itého zboží na daný trh (v?etn? údaj? o podmínkách pro tyto dodávky, o možných nebezpe?ích, termínech), o p?íležitostech investovat apod.",a,,,,1,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
444,# text = Ty zahrnují základní ekonomické údaje o jednotlivých oblastech a aktuální informace ze sv?tového odborného tisku i z jiných dostupných zdroj?.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
445,# text = Ta se specializuje na prodej informací.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
446,# text = Okresní soud v Semilech uvalil minulé pond?lí na Wonku vazbu a ten téhož dne p?i zatýkání utrp?l menší zran?ní.,,,,,12,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,17,nsubj,1,,PDT,
447,"# text = Podle všeho se však dohodne na up?ednostn?ní štafety, protože ta má p?ece jen v?tší nad?ji na úsp?ch.""",,,,,11,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,12,nsubj,1,,PDT,
448,"# text = H??e vidím situaci Hradce, v krizových chvílích, jako je sestup, rozhoduje soudržnost mužstva a ta byla v Hradci narušena.",,,,,18,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,22,nsubj:pass,1,,PDT,
449,"# text = Ty jsou zcela neznámé a p?estože z?stávají trochu skryty, náležit? ""neprodány"" a v pr?vodním textu neosv?tleny, jejich zda?ilé zp?ístupn?ní je ojedin?lým ?inem.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
450,"# text = Ten už jsem si vyzkoušela: takové sobotní dopoledne, to je ?ada zajímavých, n?kdy i dojemných setkání s nejr?zn?jšími typy lidí.",i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,5,obj,4,,PDT,
451,"# text = Ty také hlásily, že izraelská letadla v?era zaúto?ila na povstalecké cíle nad linií nárazníkového pásma.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
452,"# text = ""V život? jsem m?la jen jednu vrásku a na té si sedím,"" žertuje, a?koli už neslyší, sotva vidí a pohybuje se na kole?kovém k?esle.",,,,,11,té,PDFS6----------,Case=Loc|Gender=Fem|Number=Sing|PronType=Dem,13,obl,6,,PDT,
453,# text = Ta by za ur?itého stavu vyhlásila nap?íklad konkurs na výstavbu byt?.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
454,# text = Tu ministr slibuje již od dubna a pot?ebnou miliardu hodlá získat nap?íklad omezením správních náklad? pojiš?oven.,,,,,1,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,3,obj,4,,PDT,
455,"# text = Ten podle n?j m?že pouze ur?it podmínky, za kterých budou léka?i pracovat.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
456,# text = Ty musejí uživatelé postžira SPT Telecom platit individuáln?.,i,,,,1,Ty,PDIP4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur|PronType=Dem,7,obj,4,,PDT,
457,# text = Ta od dubna neplati?e p?ijde na 5 tisíc korun u nep?ihlášeného rádia a 10 tisíc u televize.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
458,# text = Ta je nyní všeobecn? ozna?ována jako teorie ve?ejné volby nebo také nová politická ekonomie.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj:pass,1,,PDT,
459,"# text = Ti však musí navíc p?iložit živnostenský list, da?ové p?iznání s dokladem o zaplacení dan?, eventuáln? pen?žní deník, spole?enskou smlouvu a výpis z obchodního rejst?íku.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
460,# text = Ta spravuje objekty bývalého Socialistického svazu mládeže.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
461,"# text = ""Šikanování netoleruji, armádu si ale britské království vydržuje na svou obranu a té musí být pod?ízeno vše,"" ?ekl.",,,,,15,té,PDFS3----------,Case=Dat|Gender=Fem|Number=Sing|PronType=Dem,18,obj,3,,PDT,
462,"# text = Ten nakonec inkasoval v 16. minut?, kdy ztratil hokejku a plze?ský obránce Ruprecht v pohod? trefil odkrytou branku.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
463,"# text = Ten inicioval mezi zástupci okresu, podnikem Telecom a ministerstvem hospodá?ství jednání, které se uskute?nilo v lednu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
464,# text = Ty údajn? posloužily k financování volební kampan? jejich strany.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
465,"# text = Ty dostal od Chadimové v roce 1991, kdy spole?n? pracovali na p?edsednictvu vlády v komisi pro navrácení majetku SSM.",,,,,1,Ty,PDFP4----------,Case=Acc|Gender=Fem|Number=Plur|PronType=Dem,2,obj,4,,PDT,
466,"# text = Ten spat?il ""na setinu vte?iny"" pachatele loupeže utíkat z místa ?inu.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
467,# text = Ty by se m?ly vztahovat k aktuálním politickým otázkám.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
468,# text = Ta za?íná následujícím sázkovým týdnem (27. února) a zatím je plánována na t?i m?síce.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
469,# text = Ta na n? vydává asi t?i procenta ze svého rozpo?tu.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
470,"# text = Nyní musí ?asto nap?íklad složit? zjiš?ovat, ke které pojiš?ovn? lidé pat?í, protože ti zm?nu v?tšinou nenahlašují.",a,,,,15,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,18,nsubj,1,,PDT,
471,"# text = Avšak ani ten není podle zástupce Hnutí Duha Dušana Ondruše v po?ádku, protože nezaru?uje úplný zákaz používání freon?.",,,,,3,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
472,# text = Ta nejprve zmrazí pohyb cenného papíru v SCP a na pokyn zákazníka jej uvede na trh.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
473,"# text = Ta p?edpokládá, že o p?ípadné obžalob? rozhodne b?hem dvou až t?í týdn?.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
474,# text = Ta prý však p?edstavovala pouhých 11 %.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
475,"# text = Ten je zakládajícím ?lenem Unie majitel? fotbalových klub?, která p?ed nedávnou valnou hromadou tvrd? kritizovala svaz a slibovala založení Fondu ekonomické rezervy z vlastních prost?edk?.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
476,"# text = Balladur si zatím vynutil demisi policejního ?editele Jacquese Franqueta - by? je zcela nemyslitelné, že ten by n?co podnikal bez Pasquova v?domí.",,,,,17,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,20,nsubj,1,,PDT,
477,"# text = To znamená, že bude zvýšena kontrola, a ta bude vycházet z požadavk? t?ch, kterých se týká, to znamená spot?ebitel?.",,,,,10,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,12,nsubj,1,,PDT,
478,# text = Ta umož?uje ro?n? dotovat zdravotn? postiženého v chrán?né díln? až do dvaceti tisíc korun.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
479,# text = Ta chce vystav?t z Ladronky hotel st?ední kategorie.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
480,# text = Ty však mají vedlejší ú?inky.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
481,"# text = Ten, pokud splní pravidla sout?že, m?že vyhrát milión korun.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,8,nsubj,1,,PDT,
482,# text = Ten se svým kone?ným po?tem 538 vystavovatel? a celkovou plochou 16000 m2 stal podle tvrzení ?editele Ji?ího Švigy z po?adatelské organizace Terinvest druhým nejv?tším pražským veletrhem.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,14,nsubj,1,,PDT,
483,# text = Ten cht?l Pavliska p?eložit na ned?li.,i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,4,obj,4,,PDT,
484,# text = Ta bude od nového ro?níku ?trnácti?lenná.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
485,"# text = Ta od nové sezóny už nebude sponzorovat brn?nské basketbalisty, nebo? aktivita se p?esune do fotbalu.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
486,"# text = Ta, když už si nev?d?la rady, sáhla k osv?d?enému obvin?ní ekolog? z ideologické diverze.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,9,nsubj,1,,PDT,
487,# text = Ten kdysi studoval v Praze u Ladislava ?erného a nyní zde p?sobí jako velvyslanec Chorvatské republiky.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
488,# text = Ta zaujala spíše výrazovou stránkou projevu a niterností um?leckého prožitku než kvalitou ?i technikou svého hlasu.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
489,"# text = Ta na konci t?icátých let necht?la nic jiného než osvobodit státy st?ední a jihovýchodní Evropy ""od kapitalismu"", vytvo?it další sov?tské republiky po vzoru Pobaltí (autor má na mysli zejména Rumunsko) a za p?íznivých okolností rozpoutat ""proletá?skou revoluci"" v N?mecku.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
490,"# text = My tady máme dost problematických d?tí a ty kdyby se spol?ily s N?mci, to by ned?lalo dobrotu.",,,,,8,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,12,nsubj,1,,PDT,
491,"# text = Ten nyní hájí svou p?i s ""popletenou mytologií rodu a krve"" nebo také jazyka, a našt?stí již kone?n? p?evládá.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
492,# text = A ti žijí i v nemalé ?ásti Pákistánu.,a,,,,2,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
493,# text = Ten by pak m?l být trvale konzervován politickými prost?edky.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
494,# text = Ty se pohybují kolem šesti set korun.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
495,"# text = Jednorázový výdaj ve výši zhruba p?l miliardy korun, který bude pot?ebný ke z?ízení nového okresu Jeseník, je sice pouze orienta?ní ?ástkou, ta však není v žádném p?ípad? p?edimenzována.",,,,,25,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,31,nsubj,1,,PDT,
496,"# text = Minist?i se shodli na tom, že p?edm?tem ve?ejného zájmu je bezpe?nost a zdraví osob, nikoli jakost - ta je daná trhem.",,,,,20,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,22,nsubj,1,,PDT,
497,# text = Ty dávají u?itel?m možnost vysv?tlovat problematiku energetiky a ekologie na praktických p?íkladech.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
498,# text = Ten se cestou bude zastavovat na významných žižkovských prostranstvích a u vybraných osv?žoven s ob?erstvením pro maškary zdarma.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
499,# text = Ta by mu byla vrácena v p?ípad? zamítnutí žádosti.,,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,5,nsubj:pass,1,,PDT,
500,"# text = Ten spo?ívá v tom, že za?ízení mají za l?žko tím mén? pen?z, ?ím déle na n?m pacient leží.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
501,"# text = Ten do divadla nastoupí již letos v srpnu a od p?íštího roku, kdy kon?í Herrmannové smlouva, ji ve vedení opery vyst?ídá.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
502,"# text = Ta do Kop?ivnice nep?ijela, a? tam byla netrp?liv? o?ekávána.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
503,# text = Ten si paní Zdena vyzvedla na personálním odboru svého bývalého zam?stnavatele.,i,,,,1,Ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,5,obj,4,,PDT,
504,"# text = O ten musí zam?stnanec požádat a bývalý zam?stnavatel je povinen jej zam?stnanci vydat do patnácti dn? ode dne, kdy o n?j zam?stnanec požádal, ale ne d?íve než dva m?síce p?ed skon?ením pracovního pom?ru.",i,,,,2,ten,PDIS4----------,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing|PronType=Dem,5,obj,4,,PDT,
505,"# text = Ty mu sice vstup do vyhlédnutého objektu ztíží, ale neodradí ho, aby si n?co z našich rodinných šperk? nebo cenných listin neodnesl.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,8,nsubj,1,,PDT,
506,"# text = Starostí o ztrátu klí?e by uživatele snad mohly zbavit magnetické karty, ale ty jsou prozatím hudbou budoucnosti.",,,,,14,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,17,nsubj,1,,PDT,
507,"# text = ?asy Old?icha Nového jsou ty tam, ale snímání obraz? prožívá renesanci.",i,,,,5,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,6,cc,1,,PDT,
508,"# text = I ty mohou být ""muškou zlatou"" pro lupi?e.",i,,,,2,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
509,# text = Ten byl však k tisku p?ipraven už na po?átku naší dekády...,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,6,nsubj,1,,PDT,
510,# text = Ten vždy sloužil v souladu se zájmy svých správc?.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
511,# text = Ty nemají s módou p?íliš spole?ného.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
512,"# text = To, že ve?ejnost ned?v??uje tomu, že jsou ti naho?e poctiví, považuji za dost hrozné.",a,,,,10,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,12,nsubj,1,,PDT,
513,"# text = A ten ?íká, že z dob komunismu jsme p?evzali teorii o základn? a nadstavb?.",,,,,2,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
514,"# text = Ty tu jist? jsou, v tom má ?eská spole?nost velké p?ednosti.",,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,4,nsubj,1,,PDT,
515,"# text = Na záv?re?né tiskové konferenci vyjád?il norský ministr životního prost?edí Thorbjorn Berntsen pot?šení nad tím, že se poda?ilo p?ejít od vzájemného postrkování (za?ít by m?l ten druhý, pro? já?) k pochopení, že za?ít musíme všichni.",,,,,27,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,26,nsubj,1,,PDT,
516,"# text = Zran?ní utrp?li dva Palestinci za klasického st?etu, p?i n?mž Arabové v Nábulusu házeli po vojácích kamením a ti použili st?elné zbran? a demonstranty post?elili.",a,,,,19,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,20,nsubj,1,,PDT,
517,"# text = Ta ovšem, spíše než z ideologických východisek, pramení z ú?elové opozice v??i vládnoucí ODS.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,10,nsubj,1,,PDT,
518,"# text = Ta je známa tím, že ""konala uzdravování"" a pomáhala trpícím v Jablonném v Podješt?dí v 1. polovin? 13. století.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
519,"# text = Ti už nemusejí chodit do spádové školy podle bydlišt?, ale rodi?e si mohou vybírat, kam d?ti pošlou.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,3,nsubj,1,,PDT,
520,"# text = Ta jim nejprve pomohla zjistit, na které ú?ty u žižkovské pobo?ky banky SKALA docházejí nejvyšší sumy.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
521,"# text = Ta se stav?la na tezi, že p?ibližování jejích n?kdejších satelit? k Atlantické alianci spouští novou železnou oponu nap?í? kontinentem.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,3,nsubj:pass,1,,PDT,
522,# text = Ten by m?l být uskute?n?n nejpozd?ji do konce b?ezna letošního roku.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
523,"# text = Snad díky Komer?ní bance, ale ta v?era p?ipomínala bojovníka s v?trnými mlýny.",,,,,7,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,9,nsubj,1,,PDT,
524,"# text = Nebýt však akcií a ostatních cenných papír? ?EZ, byla by burza mrtvá, protože ty se na v?erejším obchodu (na centrálním trhu a v p?ímých obchodech) podílely skoro 151 milióny.",i,,,,16,ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,30,nsubj,1,,PDT,
525,# text = Ty se v sou?asnosti pohybují kolem 100 milión? korun.,,,,,1,Ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,5,nsubj,1,,PDT,
526,"# text = Ta už v páte?ním televizním utkání p?ehrála Brno na jeho h?išti, po utkání však ráda využila moravské pohostinnosti a zhruba hodinku se zdržela na sekretariátu u vína, zatímco p?ed stadiónem policie vál?ila s fanoušky.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,7,nsubj,1,,PDT,
527,"# text = Ti za?ali domácí p?ehrávat, dostávali se snadno do šancí a zejména Mi?inec m?l gól n?kolikrát na noze i na hlav?, nikdy však nedal.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
528,"# text = Druhý polo?as za?al opatrn? z obou stran, Jablone?tí se do?kali až v 60. minut?, kdy domácí Siago p?enechal mí? Navrátilovi a ten se nemohl mýlit - 2:1.",,,,,25,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,27,nsubj,1,,PDT,
529,"# text = Ten se jen pousmál a nezbylo mu, než lichotit výkonu domácích.",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
530,# text = Ten se z vlastní v?le - a nep?íliš š?astn? - v poslední dob? p?ehrává do role hodného strý?ka z pouti.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,14,nsubj,1,,PDT,
531,# text = Ten definitivn? zmizel koncem války.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
532,# text = Tu dávali do v?zení.,,,,,1,Tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,2,obj,4,,PDT,
533,# text = Ten na pražské letišt? p?icestoval letadlem pravidelné linky Bogota - Frankfurt - Praha.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
534,"# text = Jak napsal britský list Financial Times, v??i konzervativním ?len?m burzy to p?edstavuje velmi závažný krok, protože ti už v minulosti velmi dlouho oponovali snaze porušit stoletou tradici denního, pouze ?ty?hodinového, obchodování.",a,,,,19,ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,25,nsubj,1,,PDT,
535,# text = Ten bývá totiž vyzkoušen a homologován pro vaše vozidlo.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
536,# text = Ty nedovolují jízdu dít?te pod 15 let na p?edním sedadle.,i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
537,"# text = Ta není jen akreditací výroben, ale vyžaduje zásadn? zm?nit a pod?ídit kvalit? všechny ?innosti ve výrob? i výzkumu.",,,,,1,Ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,4,nsubj,1,,PDT,
538,"# text = ""Je z?ejmé, že každý výb?r je nutn? subjektivní, proto nemáme nic na zp?sob po?adovníku ?i odborné komise, která by sestavila žeb?í?ek a hlásila, že ten a ten jim vychází bohužel až jako stý první.",,,,,30,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,34,nsubj,1,,PDT,
539,"# text = ""Je z?ejmé, že každý výb?r je nutn? subjektivní, proto nemáme nic na zp?sob po?adovníku ?i odborné komise, která by sestavila žeb?í?ek a hlásila, že ten a ten jim vychází bohužel až jako stý první.",,,,,32,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,30,conj,1,,PDT,
540,# text = Ten také vede v celkovém po?adí EP p?ed Hobsonem a Milichovským.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,3,nsubj,1,,PDT,
541,# text = Jenže hned na úvod ho ?eká Špan?l Emilio Sanchez a ten dokáže být nep?íjemný nejen na antuce.,,,,,11,ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,12,nsubj,1,,PDT,
542,"# text = Ti využívají jejich d?ravosti a zt?žují svoje dopadení nap?íklad tím, že p?epadnou a oloupí lo? ve výsostných vodách jedné zem? a po útoku se bez problém? ukryjí - ve vodách jiného státu.",a,,,,1,Ti,PDMP1----------,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
543,"# text = Podle p?edb?žných kalkulací prodejc? se zdá, že spot?ební ceny se p?i obchodní p?irážce kolem šesti procent (ta je ale extrémn? nízká a mohou si ji dovolit prakticky jen pouli?ní prodejci) budou u cigaret Petra pohybovat kolem 18.50 K?s za krabi?ku.",,,,,19,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,23,nsubj,1,,PDT,
544,# text = Podobná kalkulace nap?íklad pro jednu krabi?ku cigaret Sparta v m?kké krabi?ce p?i marži asi deset procent (ani ta není nijak vysoká) vychází na spot?ební cenu kolem 21 korun.,,,,,19,ta,PDFS1----------,Case=Nom|Gender=Fem|Number=Sing|PronType=Dem,20,nsubj,1,,PDT,
545,"# text = Pokud ode?teme vliv nové sazby dan?, pak pro velkoodb?ratele vzrostla cena jedné krabi?ky Petra z 13.70 K?s na 15 korun, se zapo?tením dan? (tu odvádí p?ímo producent) na 17.30.",,,,,27,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,28,obj,4,,PDT,
546,"# text = Daleko více se však disproporce objevují v oblasti služeb, tu ale naše tabulka nezachycuje, které jsou ovlivn?ny výší poptávky ze strany zahrani?ních turist?.",,,,,11,tu,PDFS4----------,Case=Acc|Gender=Fem|Number=Sing|PronType=Dem,15,obj,4,,PDT,
547,"# text = Ty vyzdvihují slovenský národ na úkor ob?anského principu, posilují úlohu slovenštiny jako státního jazyka.",i,,,,1,Ty,PDIP1----------,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,2,nsubj,1,,PDT,
548,"# text = Ten pak tuto debatu uzav?el slovy: ""Cht?l jsem tím ?íci, že éra hejslováctví kon?í 1. 1. 1993, ale i tak se obyvatel?m Horní Marikové omlouvám.""",,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,5,nsubj,1,,PDT,
549,# text = Ten vznikne rekonstrukcí dosavadní Mahenovy vily v Masarykov? ?tvrti.,,,,,1,Ten,PDYS1----------,Case=Nom|Gender=Masc|Number=Sing|PronType=Dem,2,nsubj,1,,PDT,
550,"# text = V Mladé Boleslavi jsou jen státní, a ty údajn? nemají kapacitu pro zakázky soukromých léka??.",,,,,9,ty,PDFP1----------,Case=Nom|Gender=Fem|Number=Plur|PronType=Dem,11,nsubj,1,,PDT,
